region,tile_id,mae_lr,mae_sr,mae_gt_raster,refused_lr,refused_sr,refused_gt_raster,gt_forest,gt_agriculture,gt_urban,gt_water,gt_bare_soil,lr_forest,sr_forest,lr_agriculture,sr_agriculture,lr_urban,sr_urban,lr_water,sr_water,lr_bare_soil,sr_bare_soil,mae_lr_forest,mae_sr_forest,mae_lr_agriculture,mae_sr_agriculture,mae_lr_urban,mae_sr_urban,mae_lr_water,mae_sr_water,mae_lr_bare_soil,mae_sr_bare_soil
R1,tile_0207,22.0,19.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,30.0,5.0,5.0,10.0,5.0,25.0,5.0,50.0,50.0,20.0,30.0,5.0,5.0,10.0,5.0,25.0,5.0
R1,tile_0208,20.0,19.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,5.0,25.0,5.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,5.0,25.0,5.0
R1,tile_0209,20.0,21.0,21.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,40.0,0.0,50.0,0.0,5.0,0.0,5.0,50.0,5.0,50.0,40.0,0.0,50.0,0.0,5.0,0.0,5.0,50.0,5.0
R1,tile_0210,20.0,25.0,18.0,False,False,False,0.0,45.16,0.0,0.0,54.84,50.0,50.0,0.0,30.0,0.0,5.0,0.0,5.0,50.0,5.0,50.0,50.0,45.16,15.159999999999997,0.0,5.0,0.0,5.0,4.840000000000003,49.84
R1,tile_0211,29.8,24.8,18.016,False,False,False,4.96,94.5,0.0,0.54,0.0,50.0,50.0,20.0,30.0,5.0,5.0,5.0,5.0,20.0,5.0,45.04,45.04,74.5,64.5,5.0,5.0,4.46,4.46,20.0,5.0
R1,tile_0212,22.38,18.38,18.38,False,False,False,44.05,36.15,0.0,19.8,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,30.950000000000003,30.950000000000003,36.15,36.15,0.0,0.0,19.8,9.8,25.0,15.0
R1,tile_0213,30.76,16.76,22.216,False,False,False,23.1,1.36,0.0,75.54,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,10.0,26.9,26.9,1.36,1.36,0.0,0.0,75.54,45.540000000000006,50.0,10.0
R1,tile_0214,20.0,14.568,14.568,False,False,False,53.58,0.0,0.0,46.42,0.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,3.5799999999999983,26.42,0.0,0.0,0.0,0.0,46.42,46.42,50.0,0.0
R1,tile_0215,26.616000000000003,16.616000000000003,18.616000000000003,False,False,False,33.46,0.0,0.0,66.54,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,16.54,16.54,0.0,0.0,0.0,0.0,66.54,41.540000000000006,50.0,25.0
R1,tile_0216,29.828,22.828,19.828,False,False,False,25.43,0.0,0.0,74.57,0.0,50.0,75.0,0.0,,0.0,0.0,0.0,10.0,50.0,0.0,24.57,49.57,0.0,0.0,0.0,0.0,74.57,64.57,50.0,0.0
R1,tile_0217,36.190000000000005,20.19,20.19,False,False,False,9.51,41.15,0.0,49.32,0.01,50.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,50.0,5.0,40.49,40.49,41.15,11.15,0.0,5.0,49.32,39.32,49.99,4.99
R1,tile_0218,20.45,27.45,20.45,False,False,False,2.57,31.62,0.0,6.3,59.5,50.0,50.0,20.0,20.0,5.0,5.0,10.0,25.0,25.0,5.0,47.43,47.43,11.62,11.62,5.0,5.0,3.7,18.7,34.5,54.5
R1,tile_0219,35.376,24.0,20.0,False,False,False,0.0,1.56,0.0,0.0,98.44,60.0,60.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,40.0,60.0,60.0,18.44,1.56,5.0,0.0,5.0,0.0,88.44,58.44
R1,tile_0220,28.144000000000005,28.144000000000005,23.604000000000003,False,False,False,4.64,0.0,0.0,16.35,79.01,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,70.36,70.36,0.0,0.0,0.0,0.0,16.35,16.35,54.010000000000005,54.010000000000005
R1,tile_0221,29.692,25.692,20.416000000000004,False,False,False,23.96,26.74,0.0,47.49,1.81,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,26.04,51.04,26.74,26.74,0.0,0.0,47.49,37.49,48.19,13.19
R1,tile_0222,22.408,22.408,22.408,False,False,False,43.98,56.02,0.0,0.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,6.020000000000003,31.020000000000003,56.02,56.02,0.0,0.0,0.0,0.0,50.0,25.0
R1,tile_0223,12.54,17.256,17.256,False,False,False,55.28,41.07,0.0,2.07,1.58,50.0,75.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,25.0,5.280000000000001,19.72,21.07,41.07,5.0,0.0,7.93,2.07,23.42,23.42
R1,tile_0224,16.576,6.544,4.544,False,False,False,65.08,4.91,0.0,21.45,8.56,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,15.079999999999998,9.920000000000002,4.91,4.91,0.0,0.0,21.45,11.45,41.44,6.44
R1,tile_0225,18.82,7.688000000000001,8.820000000000002,False,False,False,55.78,9.56,0.0,31.71,2.95,50.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,0.0,5.780000000000001,19.22,9.56,9.56,0.0,0.0,31.71,6.710000000000001,47.05,2.95
R1,tile_0226,12.31,15.946000000000002,2.178,False,False,False,35.14,1.36,0.0,29.42,34.09,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,14.86,39.86,1.36,1.36,0.0,0.0,29.42,19.42,15.909999999999997,19.090000000000003
R1,tile_0227,12.748,21.748,22.748,False,False,False,18.13,0.0,0.0,31.77,50.1,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0,31.87,31.87,0.0,20.0,0.0,5.0,31.77,6.77,0.1000000000000014,45.1
R1,tile_0228,15.148,15.148,15.148,False,False,False,37.13,0.0,0.0,25.57,37.3,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,37.87,37.87,0.0,0.0,0.0,0.0,25.57,15.57,12.299999999999995,22.3
R1,tile_0229,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0
R1,tile_0230,20.0,21.0,,False,False,True,0.0,0.0,0.0,0.0,0.0,10.0,40.0,10.0,50.0,0.0,5.0,0.0,5.0,80.0,5.0,10.0,40.0,10.0,50.0,0.0,5.0,0.0,5.0,80.0,5.0
R1,tile_0231,20.0,19.0,19.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,30.0,5.0,5.0,5.0,5.0,20.0,5.0,50.0,50.0,20.0,30.0,5.0,5.0,5.0,5.0,20.0,5.0
R1,tile_0232,20.0,21.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,5.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,5.0
R1,tile_0233,31.152,20.0,20.0,False,False,False,0.0,2.12,0.0,0.0,97.88,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,50.0,50.0,17.88,2.12,5.0,0.0,10.0,0.0,72.88,47.88
R1,tile_0234,26.0,19.0,12.000000000000002,False,False,False,0.0,89.01,0.0,0.0,10.99,40.0,40.0,20.0,50.0,5.0,5.0,10.0,5.0,5.0,5.0,40.0,40.0,69.01,39.010000000000005,5.0,5.0,10.0,5.0,5.99,5.99
R1,tile_0235,23.494,25.494,11.682,False,False,False,6.27,79.21,0.0,0.0,14.53,40.0,60.0,20.0,30.0,5.0,5.0,10.0,5.0,5.0,0.0,33.730000000000004,53.73,59.21,49.21,5.0,5.0,10.0,5.0,9.53,14.53
R1,tile_0236,23.302,19.302,17.302,False,False,False,11.25,78.26,0.0,7.9,2.6,40.0,50.0,20.0,30.0,5.0,5.0,10.0,10.0,25.0,5.0,28.75,38.75,58.260000000000005,48.260000000000005,5.0,5.0,2.1,2.1,22.4,2.4
R1,tile_0237,18.444,8.091999999999999,11.008,False,False,False,4.98,44.79,0.0,43.82,6.41,30.0,20.0,20.0,50.0,5.0,0.0,20.0,25.0,20.0,5.0,25.02,15.02,24.79,5.210000000000001,5.0,0.0,23.82,18.82,13.59,1.41
R1,tile_0238,25.966,18.966,19.966,False,False,False,11.57,17.14,0.0,69.91,1.37,50.0,50.0,20.0,25.0,5.0,0.0,10.0,25.0,25.0,5.0,38.43,38.43,2.8599999999999994,7.859999999999999,5.0,0.0,59.91,44.91,23.63,3.63
R1,tile_0239,25.066,21.066000000000003,15.066000000000004,False,False,False,37.33,0.02,0.0,62.64,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,12.670000000000002,37.67,0.02,0.02,0.0,0.0,62.64,52.64,50.0,15.0
R1,tile_0240,30.984,30.984,19.984,False,False,False,22.54,0.0,0.0,77.46,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,27.46,27.46,0.0,0.0,0.0,0.0,77.46,77.46,50.0,50.0
R1,tile_0241,29.4,36.4,31.4,False,False,False,2.1,0.0,0.0,96.0,1.9,30.0,50.0,20.0,20.0,5.0,5.0,20.0,10.0,20.0,25.0,27.9,47.9,20.0,20.0,5.0,5.0,76.0,86.0,18.1,23.1
R1,tile_0242,30.752,24.048,23.048,False,False,False,7.38,0.0,0.0,76.88,15.74,50.0,40.0,0.0,10.0,0.0,5.0,0.0,10.0,50.0,10.0,42.62,32.62,0.0,10.0,0.0,5.0,76.88,66.88,34.26,5.74
R1,tile_0243,38.016000000000005,29.016,28.016,False,False,False,3.0,0.0,0.0,95.04,1.96,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0,47.0,47.0,0.0,20.0,0.0,5.0,95.04,70.04,48.04,3.04
R1,tile_0244,34.948,34.948,27.948,False,False,False,0.0,7.63,0.0,92.37,0.0,50.0,50.0,20.0,20.0,5.0,5.0,5.0,10.0,20.0,25.0,50.0,50.0,12.37,12.37,5.0,5.0,87.37,82.37,20.0,25.0
R1,tile_0245,40.0,30.0,29.0,False,False,False,0.0,22.2,0.0,77.8,0.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,10.0,50.0,25.0,50.0,50.0,22.2,2.1999999999999997,0.0,5.0,77.8,67.8,50.0,25.0
R1,tile_0246,31.56,27.56,15.56,False,False,False,20.04,26.2,0.0,52.7,1.06,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,29.96,54.96,26.2,26.2,0.0,0.0,52.7,42.7,48.94,13.94
R1,tile_0247,29.412,29.412,20.704,False,False,False,7.95,68.24,0.0,5.29,18.52,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,42.05,42.05,68.24,68.24,0.0,0.0,5.29,5.29,31.48,31.48
R1,tile_0248,24.09,20.918,20.918,False,False,False,9.78,52.3,0.0,0.0,37.93,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,50.22,40.22,32.3,52.3,5.0,0.0,5.0,0.0,27.93,12.07
R1,tile_0249,18.56,24.56,14.56,False,False,False,13.6,20.37,0.0,0.0,66.03,50.0,75.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,25.0,36.4,61.4,0.370000000000001,20.37,5.0,0.0,10.0,0.0,41.03,41.03
R1,tile_0250,32.0,32.0,20.0,False,False,False,0.0,0.0,0.0,0.0,100.0,50.0,60.0,20.0,10.0,5.0,5.0,10.0,10.0,25.0,25.0,50.0,60.0,20.0,10.0,5.0,5.0,10.0,10.0,75.0,75.0
R1,tile_0251,31.836,19.84,19.84,False,False,False,0.4,0.0,0.0,0.01,99.59,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,49.6,49.6,20.0,0.0,5.0,0.0,9.99,0.01,74.59,49.59
R1,tile_0252,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0
R1,tile_0253,20.0,21.0,21.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,5.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,5.0
R1,tile_0254,22.0,,,False,True,True,0.0,0.0,0.0,0.0,0.0,20.0,,50.0,,5.0,,10.0,,25.0,,20.0,,50.0,,5.0,,10.0,,25.0,
R1,tile_0255,20.0,21.0,21.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,50.0,5.0,0.0,5.0,0.0,20.0,5.0,50.0,50.0,20.0,50.0,5.0,0.0,5.0,0.0,20.0,5.0
R1,tile_0256,40.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,100.0,80.0,50.0,10.0,0.0,5.0,0.0,5.0,0.0,0.0,50.0,80.0,50.0,10.0,0.0,5.0,0.0,5.0,0.0,100.0,50.0
R1,tile_0257,20.0,24.0,21.656,False,False,False,0.0,45.86,0.0,0.0,54.14,50.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,60.0,45.86,5.859999999999999,0.0,0.0,0.0,0.0,4.140000000000001,54.14
R1,tile_0258,19.806,27.806,11.806,False,False,False,0.49,54.61,0.0,0.0,44.91,50.0,60.0,25.0,20.0,0.0,5.0,0.0,5.0,25.0,10.0,49.51,59.51,29.61,34.61,0.0,5.0,0.0,5.0,19.91,34.91
R1,tile_0259,20.9,10.06,9.06,False,False,False,24.85,52.25,0.0,0.0,22.9,50.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,50.0,20.0,25.15,25.15,52.25,22.25,0.0,0.0,0.0,0.0,27.1,2.8999999999999986
R1,tile_0260,18.258,25.406,21.406,False,False,False,4.36,22.13,0.0,0.0,73.52,50.0,30.0,0.0,50.0,0.0,0.0,0.0,10.0,50.0,10.0,45.64,25.64,22.13,27.87,0.0,0.0,0.0,10.0,23.52,63.52
R1,tile_0261,21.444,16.444,17.444,False,False,False,6.39,59.22,0.0,0.0,34.39,50.0,40.0,20.0,50.0,5.0,5.0,10.0,5.0,25.0,5.0,43.61,33.61,39.22,9.22,5.0,5.0,10.0,5.0,9.39,29.39
R1,tile_0262,28.502,12.014,12.014,False,False,False,3.22,80.04,0.0,16.22,0.53,50.0,20.0,20.0,50.0,5.0,0.0,5.0,25.0,20.0,5.0,46.78,16.78,60.040000000000006,30.040000000000006,5.0,0.0,11.22,8.780000000000001,19.47,4.47
R1,tile_0263,38.78,18.78,18.78,False,False,False,3.05,69.99,0.0,26.96,0.0,50.0,40.0,0.0,30.0,0.0,5.0,0.0,20.0,50.0,5.0,46.95,36.95,69.99,39.99,0.0,5.0,26.96,6.960000000000001,50.0,5.0
R1,tile_0264,29.028,13.1,13.1,False,False,False,27.43,17.32,0.0,55.25,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,47.57,22.57,17.32,2.68,0.0,5.0,55.25,30.25,25.0,5.0
R1,tile_0265,22.404000000000003,18.404000000000003,12.404,False,False,False,31.55,10.06,0.0,45.95,12.44,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,18.45,43.45,10.06,10.06,0.0,0.0,45.95,35.95,37.56,2.5600000000000005
R1,tile_0266,18.328,15.919999999999998,10.919999999999998,False,False,False,35.2,21.58,0.0,24.24,18.98,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,14.799999999999995,39.8,21.58,21.58,0.0,0.0,24.24,14.239999999999998,31.02,3.98
R1,tile_0267,11.972,11.972,3.7,False,False,False,45.07,3.24,0.0,20.68,31.01,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,29.93,29.93,3.24,3.24,0.0,0.0,20.68,10.68,6.010000000000002,16.01
R1,tile_0268,20.242,17.362,10.242,False,False,False,31.6,0.0,0.0,50.61,17.8,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,18.4,43.4,0.0,0.0,0.0,0.0,50.61,40.61,32.2,2.8000000000000007
R1,tile_0269,27.258,36.258,27.258,False,False,False,6.19,0.0,0.0,90.64,3.16,30.0,50.0,20.0,0.0,5.0,0.0,20.0,0.0,20.0,50.0,23.81,43.81,20.0,0.0,5.0,0.0,70.64,90.64,16.84,46.84
R1,tile_0270,29.448,27.708,27.708,False,False,False,5.73,15.65,0.0,78.62,0.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,25.0,25.0,25.0,44.27,44.27,4.35,15.65,5.0,0.0,68.62,53.620000000000005,25.0,25.0
R1,tile_0271,39.55800000000001,33.410000000000004,28.41,False,False,False,0.0,88.53,0.0,10.37,1.11,75.0,60.0,0.0,10.0,0.0,5.0,0.0,25.0,25.0,10.0,75.0,60.0,88.53,78.53,0.0,5.0,10.37,14.63,23.89,8.89
R1,tile_0272,31.21999999999999,19.396,21.964,False,False,False,1.95,70.35,0.0,3.14,24.56,80.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,20.0,25.0,78.05,48.05,70.35,45.35,0.0,0.0,3.14,3.14,4.559999999999999,0.4400000000000013
R1,tile_0273,21.97,21.97,19.006,False,False,False,20.07,9.92,0.0,3.41,66.59,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,54.93,54.93,9.92,9.92,0.0,0.0,3.41,3.41,41.59,41.59
R1,tile_0274,19.138,15.138,9.510000000000002,False,False,False,42.16,0.0,0.0,9.07,48.78,80.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.84,17.840000000000003,0.0,0.0,0.0,0.0,9.07,9.07,48.78,48.78
R1,tile_0275,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,60.0,75.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,25.0,60.0,75.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,25.0
R1,tile_0276,22.0,20.0,,False,False,True,0.0,0.0,0.0,0.0,0.0,50.0,20.0,20.0,50.0,5.0,0.0,10.0,25.0,25.0,5.0,50.0,20.0,20.0,50.0,5.0,0.0,10.0,25.0,25.0,5.0
R1,tile_0277,20.0,20.0,22.0,False,False,False,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0,50.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,30.0,60.0,50.0,0.0,0.0,0.0,0.0,20.0,20.0
R1,tile_0278,20.0,19.0,18.0,False,False,False,0.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,30.0,5.0,5.0,10.0,5.0,35.0,5.0,30.0,50.0,20.0,30.0,5.0,5.0,10.0,5.0,35.0,5.0
R1,tile_0279,13.806,13.806,19.806,False,False,False,15.49,31.43,0.0,0.0,53.09,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,34.51,34.51,31.43,31.43,0.0,0.0,0.0,0.0,3.0900000000000034,3.0900000000000034
R1,tile_0280,15.248,13.66,13.66,False,False,False,15.85,21.03,0.0,0.0,63.12,50.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,34.15,34.15,3.969999999999999,21.03,0.0,0.0,0.0,0.0,38.12,13.119999999999996
R1,tile_0281,25.548,31.548,12.0,False,False,False,0.0,78.87,0.0,0.0,21.13,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,50.0,50.0,58.870000000000005,78.87,5.0,0.0,10.0,0.0,3.870000000000001,28.87
R1,tile_0282,9.54,11.272,11.272,False,False,False,36.15,28.18,0.0,0.0,35.67,50.0,60.0,20.0,0.0,5.0,0.0,5.0,0.0,20.0,40.0,13.85,23.85,8.18,28.18,5.0,0.0,5.0,0.0,15.670000000000002,4.329999999999998
R1,tile_0283,17.296,10.636,12.636,False,False,False,30.91,43.24,0.0,0.0,25.85,50.0,50.0,0.0,40.0,0.0,5.0,0.0,5.0,50.0,5.0,19.09,19.09,43.24,3.240000000000002,0.0,5.0,0.0,5.0,24.15,20.85
R1,tile_0284,10.352,11.444,4.556,False,False,False,57.27,3.01,0.0,1.11,38.61,50.0,60.0,20.0,10.0,5.0,0.0,5.0,20.0,20.0,10.0,7.270000000000003,2.729999999999997,16.990000000000002,6.99,5.0,0.0,3.89,18.89,18.61,28.61
R1,tile_0285,20.512,17.824,20.824,False,False,False,23.72,24.22,0.0,0.0,52.06,75.0,50.0,0.0,30.0,0.0,5.0,0.0,5.0,25.0,5.0,51.28,26.28,24.22,5.780000000000001,0.0,5.0,0.0,5.0,27.06,47.06
R1,tile_0286,28.528,13.592000000000002,5.384,False,False,False,20.06,47.86,0.0,23.46,8.62,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0,29.94,29.94,47.86,27.86,0.0,5.0,23.46,1.5399999999999991,41.38,3.619999999999999
R1,tile_0287,16.738000000000003,3.002000000000001,2.738000000000001,False,False,False,77.9,1.02,0.0,12.93,8.16,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,27.90000000000001,2.9000000000000057,1.02,1.02,0.0,0.0,12.93,2.93,41.84,8.16
R1,tile_0288,15.204,9.204,9.204,False,False,False,51.99,0.0,0.0,0.0,48.01,60.0,75.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,25.0,8.009999999999998,23.01,20.0,0.0,5.0,0.0,5.0,0.0,38.01,23.01
R1,tile_0289,27.268,11.268,23.268,False,False,False,21.83,0.0,0.0,0.0,78.17,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,38.17,28.17,20.0,0.0,5.0,0.0,5.0,0.0,68.17,28.17
R1,tile_0290,31.872000000000003,19.872000000000003,19.872000000000003,False,False,False,0.32,0.0,0.0,0.0,99.68,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,49.68,49.68,20.0,0.0,5.0,0.0,10.0,0.0,74.68,49.68000000000001
R1,tile_0291,30.9,18.9,18.9,False,False,False,2.75,0.0,0.0,0.0,97.25,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,47.25,47.25,20.0,0.0,5.0,0.0,10.0,0.0,72.25,47.25
R1,tile_0292,26.378,27.926,16.377999999999997,False,False,False,9.06,0.0,0.0,6.13,84.82,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,65.94,65.94,0.0,0.0,0.0,0.0,6.13,3.87,59.81999999999999,69.82
R1,tile_0293,23.812,23.968,23.968,False,False,False,15.08,0.0,0.0,59.53,25.39,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,34.92,59.92,0.0,0.0,0.0,0.0,59.53,49.53,24.61,10.39
R1,tile_0294,,26.492,26.492,True,False,False,8.7,11.11,0.0,80.12,0.07,,50.0,,0.0,,0.0,,25.0,,25.0,,41.3,,11.11,,0.0,,55.120000000000005,,24.93
R1,tile_0295,20.024,14.063999999999998,14.024,False,False,False,49.84,2.12,0.0,47.94,0.1,75.0,80.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,25.16,30.16,2.12,2.12,0.0,0.0,47.94,37.94,24.9,0.1
R1,tile_0296,14.88,8.88,6.236000000000001,False,False,False,52.8,1.55,0.0,11.61,34.04,80.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,27.200000000000003,22.200000000000003,1.55,1.55,0.0,0.0,11.61,1.6099999999999994,34.04,19.04
R1,tile_0297,23.324,11.324000000000002,11.324000000000002,False,False,False,21.69,0.0,0.0,0.0,78.31,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,28.31,28.31,20.0,0.0,5.0,0.0,10.0,0.0,53.31,28.31
R1,tile_0298,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0
R1,tile_0299,18.0,18.0,19.0,False,False,False,0.0,0.0,0.0,0.0,0.0,40.0,40.0,30.0,30.0,5.0,5.0,10.0,10.0,5.0,5.0,40.0,40.0,30.0,30.0,5.0,5.0,10.0,10.0,5.0,5.0
R1,tile_0300,19.0,22.0,22.0,False,False,False,0.0,0.0,0.0,0.0,0.0,30.0,30.0,20.0,50.0,5.0,10.0,20.0,10.0,20.0,10.0,30.0,30.0,20.0,50.0,5.0,10.0,20.0,10.0,20.0,10.0
R1,tile_0301,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,5.0,50.0,20.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,5.0,50.0,20.0
R1,tile_0302,15.996,17.996,17.996,False,False,False,22.51,77.49,0.0,0.0,0.0,40.0,50.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,17.49,27.49,47.49,47.49,5.0,5.0,5.0,5.0,5.0,5.0
R1,tile_0303,22.856,31.856,24.856,False,False,False,5.36,44.15,0.0,0.0,50.49,50.0,75.0,30.0,10.0,5.0,0.0,5.0,10.0,5.0,5.0,44.64,69.64,14.15,34.15,5.0,0.0,5.0,10.0,45.49,45.49
R1,tile_0304,29.024,19.024,19.024,False,False,False,2.44,8.67,0.0,0.0,88.89,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,72.56,47.56,8.67,8.67,0.0,0.0,0.0,0.0,63.89,38.89
R1,tile_0305,27.524,17.524,17.524,False,False,False,6.19,0.83,0.0,0.0,92.98,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,68.81,43.81,0.83,0.83,0.0,0.0,0.0,0.0,67.98,42.98
R1,tile_0306,27.664,23.664,23.664,False,False,False,20.84,0.0,0.0,0.0,79.16,60.0,60.0,20.0,10.0,5.0,5.0,5.0,10.0,10.0,25.0,39.16,39.16,20.0,10.0,5.0,5.0,5.0,10.0,69.16,54.16
R1,tile_0307,23.484,21.484,11.483999999999998,False,False,False,21.29,0.0,0.0,0.0,78.71,50.0,50.0,20.0,25.0,5.0,0.0,10.0,0.0,25.0,25.0,28.71,28.71,20.0,25.0,5.0,0.0,10.0,0.0,53.71,53.71
R1,tile_0308,14.968,14.968,5.392,False,False,False,37.58,0.0,0.0,23.94,38.48,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,37.42,37.42,0.0,0.0,0.0,0.0,23.94,13.94,13.479999999999997,23.48
R1,tile_0309,26.488,26.784,21.184,False,False,False,8.78,0.0,0.0,9.26,81.96,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,66.22,66.22,0.0,0.0,0.0,0.0,9.26,0.7400000000000002,56.96,66.96
R1,tile_0310,26.752,14.752,14.752,False,False,False,13.12,0.0,0.0,0.0,86.88,50.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,20.0,50.0,36.88,36.88,20.0,0.0,5.0,0.0,5.0,0.0,66.88,36.88
R1,tile_0311,17.504,17.752000000000002,11.504,False,False,False,31.24,0.0,0.0,9.38,59.38,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,43.760000000000005,43.760000000000005,0.0,0.0,0.0,0.0,9.38,0.6199999999999992,34.38,44.38
