tile_id,classe,caption_lr,caption_sr,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0364,brejo pantano,The image shows a land cover type of trees at the top left.,"The remote sensing image shows a land cover type of trees at the bottom left, bottom right, and top.",0.0,0,0.0,0.0,0.0,0.0
tile_0365,vegetacao cultivada,The image shows a land cover type of trees at the bottom right.,"The image shows a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0366,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including a bridge, a building, and a road, with the bridge being the most prominent feature.",0.0,0,0.0,0.0,0.0,0.0
tile_0371,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0372,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0373,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0374,vegetacao cultivada,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0375,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0376,brejo pantano,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a coastal area with a mix of land cover types, including trees, a beach, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0377,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly buildings or other structures.",The image shows a land cover type of trees at the center.,0.0,0,0.0,0.0,0.0,0.0
tile_0378,brejo pantano,The image shows a land cover type of trees at the bottom left.,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0379,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly buildings or other structures.","The image shows a mix of land cover types, including trees, a golf field, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0380,brejo pantano,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a single land cover type, which is a bridge, located at the center of the image.",0.0,0,0.0,0.0,0.0,0.0
tile_0381,brejo pantano,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0382,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0383,campo,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0384,vegetacao cultivada,The image shows a land cover type of trees at the top.,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0385,vegetacao cultivada,The image shows a forest area with some trees at the bottom left and top left.,"The image shows a remote sensing scene with a mix of land cover types, including trees, roads, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0386,vegetacao cultivada,"The image shows a coastal area with a mix of land cover types, including trees and buildings.","The image shows a mix of land cover types, including trees, roads, and a single building.",0.0,0,0.0,0.0,0.0,0.0
tile_0387,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a building, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0388,vegetacao cultivada,"The image shows a mix of land cover types, including trees, grass, and a building, with some trees located at the top right corner of the image.","The image shows a remote sensing scene with a mix of land cover types, including trees, crops, and possibly a building or two.",0.0,0,0.0,0.0,0.0,0.0
tile_0389,vegetacao cultivada,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including a road, a building, and a field.",0.0,0,0.0,0.0,0.0,0.0
tile_0394,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0395,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0396,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, an airport, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0397,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a large area of green grass, some trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0398,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a building, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0399,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a large area of green grass, some trees, and a few buildings.",0.0,0,0.0,0.0,0.0,0.0
tile_0400,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a football field.",The image shows a field at the left side and some trees at the right side.,0.0,0,0.0,0.0,0.0,0.0
tile_0401,vegetacao cultivada,The image shows a land cover type of a bridge at the top.,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0402,vegetacao cultivada,The image shows a land cover type of trees at the top left.,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a small area of land at the top.",0.0,0,0.0,0.0,0.0,0.0
tile_0403,brejo pantano,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0404,brejo pantano,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, grass, and possibly buildings or other structures.",0.0,0,0.0,0.0,0.0,0.0
tile_0405,brejo pantano,The image shows a land cover type of trees at the top right.,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0406,campo,"The image shows a mix of land cover types, including trees, grass, and a building, with some trees located at the bottom left and top right corners.","The image shows a mix of land cover types, including trees, a building, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0407,vegetacao cultivada,"The image shows a mix of land cover types, including trees, windmills, and a single gray windmill at the top left.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0408,floresta,"The image shows a mix of land cover types, including trees, a road, and a storage tank.","The image shows a mix of land cover types, including trees, a building, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0409,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, crops, and grass, with some buildings and roads present.",0.0,0,0.0,0.0,0.0,0.0
tile_0410,vegetacao cultivada,"The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including a building, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0411,vegetacao cultivada,"The remote sensing image shows a mix of land cover types, including a bridge, a building, and a road, with the bridge being the most prominent feature.","The image shows a mix of land cover types, including trees, roads, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0412,vegetacao cultivada,The image shows a land cover type of trees at the top left.,"The image shows a mix of land cover types, including trees, fields, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0417,campo,"The image shows a coastal area with a mix of land cover types, including a bridge, a building, and a road, as well as a gray large ship at the top.","The image shows a mix of land cover types, including buildings, trees, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0418,campo,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0419,vegetacao cultivada,"The image shows a mix of land cover types, including trees, crops, and grass, with some buildings and roads present in the background.","The image shows a mix of land cover types, including a building, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0420,vegetacao cultivada,"The image shows a mix of land cover types, including a large football field at the top left corner.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0421,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge, with the majority of the area being covered in trees.",0.0,0,0.0,0.0,0.0,0.0
tile_0422,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0423,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0424,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a small vehicle.",0.0,0,0.0,0.0,0.0,0.0
tile_0425,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0426,brejo pantano,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0427,brejo pantano,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly buildings or other structures.",0.0,0,0.0,0.0,0.0,0.0
tile_0428,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0429,floresta,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0430,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.","The remote sensing image shows a mix of land cover types, including trees, water, and a small vehicle.",0.0,0,0.0,0.0,0.0,0.0
tile_0431,floresta,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0432,vegetacao cultivada,"The image shows a remote sensing scene with a bridge and some trees in the center, surrounded by a mix of land cover types.","The image shows a mix of land cover types, including trees, a road, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0433,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including a golf field, trees, and a road.","The image shows a mix of land cover types, including trees, roads, and a building, with the majority of the area being covered in trees.",0.0,0,0.0,0.0,0.0,0.0
tile_0434,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0435,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a field.",0.0,0,0.0,0.0,0.0,0.0
tile_0440,campo,"The image shows a mix of land cover types, including trees, grass, and a baseball field.","The image shows a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0441,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0442,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a roundabout.",0.0,0,0.0,0.0,0.0,0.0
tile_0443,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0444,campo,"The image shows a remote sensing scene with a bridge, a dam, and a land cover type of trees.","The image shows a bridge and some trees, with the bridge being the most prominent feature in the scene.",0.0,0,0.0,0.0,0.0,0.0
tile_0445,campo,"The image shows a coastal area with a bridge and a building, and the land cover type visible is a bridge.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0446,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a bridge, an expressway-toll-station, and various types of vegetation.",0.0,0,0.0,0.0,0.0,0.0
tile_0447,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0448,brejo pantano,The image shows a land cover type of grass at the bottom right.,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a small area of land at the top left corner.",0.0,0,0.0,0.0,0.0,0.0
tile_0449,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0450,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly a building or other structures in the background.",0.0,0,0.0,0.0,0.0,0.0
tile_0451,campo,"The image shows a mix of land cover types, including trees, grass, and a small area of land at the top.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0452,campo,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0453,floresta,"The image shows a coastal area with a mix of land cover types, including trees, a road, and a harbor.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0454,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0455,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0456,brejo pantano,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0457,brejo pantano,"The image shows a mix of land cover types, including trees, shrubs, and grass, with some areas appearing to be more densely vegetated than others.","The image shows a remote sensing scene with a mix of land cover types, including trees, roads, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0458,brejo pantano,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.",0.0,0,0.0,0.0,0.0,0.0
tile_0463,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a small vehicle.","The image shows a mix of land cover types, including trees, a road, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0464,floresta,The image shows a land cover type of basketball court.,"The image shows a bridge and some trees in the center, with a road at the bottom left and another road at the top. The land cover type visible is a bridge and some trees.",0.0,0,0.0,0.0,0.0,0.0
tile_0465,floresta,"The image shows a mix of land cover types, including trees, hills, and a road.","The image shows a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0466,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a field.",0.0,0,0.0,0.0,0.0,0.0
tile_0467,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, roads, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0468,vegetacao cultivada,"The image shows a mix of land cover types, including a large area of greenery in the center, surrounded by trees and other vegetation.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0469,vegetacao cultivada,"The image shows a bridge and some trees, with the bridge being the most prominent feature in the scene.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0470,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, roads, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0471,vegetacao cultivada,"The image shows a mix of land cover types, including a large bridge, a building, and a road, with some trees and a building at the top right.","The image shows a mix of land cover types, including trees, fields, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0472,vegetacao cultivada,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, roads, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0473,vegetacao cultivada,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0474,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0475,campo,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0476,campo,"The image shows a mix of land cover types, including trees, a bridge, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0477,campo,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0478,floresta,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0479,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, a golf field, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0480,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly buildings or other structures.",0.0,0,0.0,0.0,0.0,0.0
tile_0481,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0486,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a golf field, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0487,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, fields, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0488,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0489,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0490,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including grass, trees, and a building, with some trees located at the top and bottom right.",0.0,0,0.0,0.0,0.0,0.0
tile_0491,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, grass, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0492,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The remote sensing image shows a mix of land cover types, including a bridge, buildings, and a road, with some trees and a building at the top right.",0.0,0,0.0,0.0,0.0,0.0
tile_0493,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a bridge, two expressway-toll-stations, and a road, with the bridge and the expressway-toll-stations being located close to each other at the left side of the image.",0.0,0,0.0,0.0,0.0,0.0
tile_0494,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, crops, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0495,campo,"The image shows a land cover type of grass, with some trees visible in the top right corner.","The image shows a mix of land cover types, including a building, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0496,campo,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and possibly buildings or other structures.","The image shows a remote sensing scene with a mix of land cover types, including a large body of water in the center.",0.0,0,0.0,0.0,0.0,0.0
tile_0497,campo,"The image shows a mix of land cover types, including a bridge, a building, and a road, with the bridge being the most prominent feature.","The image shows a mix of land cover types, including trees, a road, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0498,campo,"The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, a golf field, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0499,campo,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0500,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0501,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, a bridge, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0502,floresta,The image shows a land cover type of a large body of water with a single gray ship at the top.,"The image shows a mix of land cover types, including trees, a golf field, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0503,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, a dam, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0504,floresta,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0509,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0510,floresta,"The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, a road, and a small vehicle.",0.0,0,0.0,0.0,0.0,0.0
tile_0511,vegetacao cultivada,"The image shows a mix of land cover types, including trees, grass, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0512,vegetacao cultivada,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0513,vegetacao cultivada,"The image shows a mix of land cover types, including a building, trees, and a road.","The remote sensing image shows a mix of land cover types, including buildings, trees, and roads.",0.0,0,0.0,0.0,0.0,0.0
tile_0514,vegetacao cultivada,"The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0515,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, fields, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0516,vegetacao cultivada,"The image shows a mix of land cover types, including trees, grass, and a building, with some trees located at the bottom right.","The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0517,vegetacao cultivada,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0518,vegetacao cultivada,"The image shows a mix of land cover types, including trees, fields, and a road.","The image shows a mix of land cover types, including trees, roads, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0519,vegetacao cultivada,"The image shows a bridge and some trees, with the bridge being the most prominent feature in the scene.","The image shows a mix of land cover types, including trees, crops, and grass, with some buildings and roads present in the background.",0.0,0,0.0,0.0,0.0,0.0
tile_0520,campo,"The image shows a mix of land cover types, including trees, a river, and a bridge.","The image shows a mix of land cover types, including trees, a golf field, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0521,campo,"The image shows a remote sensing scene with a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0522,area edificada,"The image shows a mix of land cover types, including buildings, trees, and a golf field.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0523,campo,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a roundabout.",0.0,0,0.0,0.0,0.0,0.0
tile_0524,area edificada,"The image shows a mix of land cover types, including a baseball field, a building, and trees.","The image shows a mix of land cover types, including buildings, trees, and a soccer field.",0.0,0,0.0,0.0,0.0,0.0
tile_0525,area edificada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0526,area edificada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0527,area edificada,"The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a golf field.",0.0,0,0.0,0.0,0.0,0.0
tile_0532,floresta,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a bridge and some trees at the top left, and a road at the top right. The land cover type visible is a mix of trees and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0533,floresta,The image shows a land cover type of bridge at the top left.,"The image shows a remote sensing scene with a bridge and some trees in the center, surrounded by a mix of land cover types.",0.0,0,0.0,0.0,0.0,0.0
tile_0534,vegetacao cultivada,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a golf field.","The image shows a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0535,vegetacao cultivada,"The image shows a mix of land cover types, including trees, buildings, and a snow-covered area.","The image shows a mix of land cover types, including trees, a bridge, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0536,vegetacao cultivada,"The image shows a mix of land cover types, including trees, a dam, and a road.","The image shows a mix of land cover types, including trees, a road, and a building.",0.0,0,0.0,0.0,0.0,0.0
tile_0537,vegetacao cultivada,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0538,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The remote sensing image shows a mix of land cover types, including buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0539,vegetacao cultivada,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a bridge, buildings, and a road, with some trees and a building at the top right.",0.0,0,0.0,0.0,0.0,0.0
