tile_id,question_id,level,level_name,question,answer_lr,answer_sr,answer_gt
tile_0219,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 60%, agriculture 20%, urban 5%, water 5%, bare soil 10%","forest 60%, agriculture 0%, urban 0%, water 0%, bare soil 40%","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%"
tile_0219,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0219,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0219,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0219,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0219,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom of the image. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0219,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.
tile_0220,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 60%, agriculture 0%, urban 0%, water 20%, bare soil 20%"
tile_0220,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0220,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",0,1,0
tile_0220,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0220,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0220,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the top right corner. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom left. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the top right corner. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0220,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There is one building visible in this image, and it is not possible to determine the rooftop color or material from the provided image.",There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building from the provided image.
tile_0221,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%","forest 75%, agriculture 0%, urban 0%, water 10%, bare soil 15%","forest 75%, agriculture 0%, urban 0%, water 25%, bare soil 0%."
tile_0221,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0221,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",0,0,0
tile_0221,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0221,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0221,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the top right corner. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0221,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,"There is one building visible in this image, and it is not possible to determine the rooftop color or material from the provided image.",There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There is one building visible in the image, and it is located at the top of the image. The rooftop of the building is not visible in the image, so it is not possible to determine the color or"
tile_0222,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%"
tile_0222,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,No.
tile_0222,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0222,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,Yes.
tile_0222,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0222,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road or path visible in this image, which is located at the top right corner of the image. It appears to be an unpaved road or path, possibly made of dirt"
tile_0222,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.
tile_0223,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%"
tile_0223,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,No.,Yes.
tile_0223,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0223,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,Yes.
tile_0223,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0223,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the top left corner. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0223,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There is one building visible in this image, and it is located at the top right corner. The rooftop of the building is not visible in the image, but it can be assumed that it is made of the",There is one building visible in the image. It is not possible to determine the rooftop color or material of the building from the provided image.
tile_0224,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%","forest 75%, agriculture 0%, urban 0%, water 10%, bare soil 15%","forest 75%, agriculture 0%, urban 0%, water 15%, bare soil 10%."
tile_0224,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0224,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,0,0
tile_0224,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0224,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0224,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the top left corner. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0224,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building from the provided image.
tile_0225,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%","forest 75%, agriculture 0%, urban 0%, water 25%, bare soil 0%.","forest 50%, agriculture 0%, urban 0%, water 25%, bare soil 25%"
tile_0225,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0225,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0225,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0225,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0225,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road."
tile_0225,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building from the provided image.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building from the provided image.
tile_0226,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%","forest 75%, agriculture 0%, urban 0%, water 10%, bare soil 15%","forest 40%, agriculture 0%, urban 0%, water 30%, bare soil 30%"
tile_0226,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0226,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0226,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0226,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0226,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0226,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building from the provided image.
tile_0227,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%","forest 50%, agriculture 20%, urban 5%, water 25%, bare soil 5%.","forest 75%, agriculture 0%, urban 0%, water 15%, bare soil 10%"
tile_0227,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0227,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,0
tile_0227,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0227,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,2,1
tile_0227,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom left. It appears to be an unpaved road.","There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the bottom right. The road at the bottom left appears to be paved,"
tile_0227,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. The rooftop of the building is not specified in the image.,There are a total of 3 buildings visible in the image. The first building is a gray building with a gray small ship anchored at the bottom left. The second building is a gray building with a gray small ship anch,"There are a total of 4 buildings visible in the image. The building at the bottom left is gray in color, the building at the center is white, the building at the top left is not specified, and the building"
tile_0228,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 75%, agriculture 0%, urban 0%, water 10%, bare soil 15%","forest 75%, agriculture 0%, urban 0%, water 25%, bare soil 0%."
tile_0228,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0228,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,0,1
tile_0228,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0228,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0228,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom left. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom left. It appears to be an unpaved road."
tile_0228,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building from the provided image.
tile_0229,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 75%, agriculture 0%, urban 0%, water 0%, bare soil 25%","forest 75%, agriculture 0%, urban 0%, water 10%, bare soil 15%","forest 50%, agriculture 0%, urban 0%, water 25%, bare soil 25%"
tile_0229,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0229,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,0,0
tile_0229,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0229,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0229,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the center. It appears to be a paved road, possibly made of asphalt or concrete. The road is likely a main","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0229,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.
tile_0230,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 10%, agriculture 10%, urban 0%, water 0%, bare soil 80%","forest 40%, agriculture 50%, urban 5%, water 5%, bare soil 5%","Based on the information provided, it is not possible to estimate the percentage of each land cover type visible in the remote sensing image. The image does not contain enough information to determine the types of land covers present, such as the presence of trees, buildings, or other features that can be classified as agriculture, forest"
tile_0230,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0230,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,4,1
tile_0230,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0230,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0230,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom left. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is paved and appears to,There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top right. The road at the bottom left appears to be an unp
tile_0230,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There are two buildings visible in this image. One building is located at the top left and the other is located at the top right. The color or material of the rooftop is not specified in the image.,"There is one building visible in the image, and it is not possible to determine the color or material of the rooftop from the provided image."
tile_0231,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 5%, bare soil 20%","forest 50%, agriculture 30%, urban 5%, water 5%, bare soil 5%","forest 50%, agriculture 30%, urban 5%, water 5%, bare soil 5%"
tile_0231,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,No.,Yes.
tile_0231,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,3,1
tile_0231,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0231,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0231,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom of the image. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the center. The road at the bottom left appears to be an unpaved,There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top left. The road at the bottom left appears to be an unp
tile_0231,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. The rooftop of the building is not specified in the image.,There is one building visible in the image. It is not possible to determine the color or material of the rooftop from the provided image.,There are two buildings visible in this image. One of them is at the bottom left and the other one is at the top left. The building at the bottom left has a gray color and the building at the top left has
tile_0232,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%","forest 50%, agriculture 50%, urban 0%, water 0%, bare soil 5%.","forest 40%, agriculture 60%, urban 0%, water 0%, bare soil 0%"
tile_0232,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,No.,Yes.
tile_0232,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,2,3
tile_0232,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0232,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0232,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the center. It appears to be an unpaved road.",There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is paved and appears to
tile_0232,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. The rooftop of the building is not specified in the image.,"There is one building visible in the image, and it is not specified in the description whether it has a rooftop or not.","There is one building visible in the image, and it is not possible to determine the color or material of the rooftop from the provided image."
tile_0233,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 50%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%","forest 50%, agriculture 0%, urban 0%, water 0%, bare soil 50%"
tile_0233,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,No.,No.
tile_0233,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0233,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,No.
tile_0233,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0233,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.","There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel."
tile_0233,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,There is one building visible in the image. The rooftop of the building is not specified in the image.,There is one building visible in this image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.
tile_0234,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 40%, agriculture 20%, urban 5%, water 10%, bare soil 5%","forest 40%, agriculture 50%, urban 5%, water 5%, bare soil 5%","forest 20%, agriculture 60%, urban 0%, water 10%, bare soil 10%"
tile_0234,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0234,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,4,4
tile_0234,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes.
tile_0234,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0234,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road, possibly made of dirt or gravel.",There are two roads or paths visible in this image. One is located at the top left and the other is located at the top right. The roads are not specified as paved or unpaved,There are two roads or paths visible in this image. One is located at the bottom of the image and the other is located at the center of the image. The road at the bottom is unp
tile_0234,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in this image. The rooftop of the building is not specified in the image.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There are a total of 3 buildings visible in the image. The building at the top left is surrounded by trees, the building at the top right is surrounded by trees, and the building at the bottom left is surrounded by"
tile_0235,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 40%, agriculture 20%, urban 5%, water 10%, bare soil 5%","forest 60%, agriculture 30%, urban 5%, water 5%, bare soil 0%","forest 30%, agriculture 50%, urban 0%, water 0%, bare soil 20%"
tile_0235,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0235,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,3,3
tile_0235,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0235,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
